76 57 68.2253077038
76 58 67.8225769073
76 59 67.5073240754
77 55 64.3906856897
77 56 66.7670439826
77 57 67.0858346506
78 54 62.7497557045
78 55 63.7906697356

78 49 64.8444303888
78 50 64.284566572
78 51 63.7252911221
78 52 63.2886153873
78 53 62.1158688718
78 54 62.5874294229
79 52 63.0493077192
79 53 62.3586442895

78 47 65.675379748
78 48 65.3704556773
78 49 65.3501383713
79 46 65.8273233171
79 47 65.8026110756

79 46 65.8950230355

76 47 63.7679149857
77 47 64.3446905219
78 47 64.8623418718
79 46 65.8305219646
79 47 64.9447376507

75 47 55.7328940707
76 47 60.84321308

74 46 50.9110805825
75 46 52.4357921926
75 47 52.9038077008

73 45 51.4436421485
73 46 49.9309497018

72 44 48.6767973009
72 45 48.6178159344
73 45 49.6375111745

70 40 51.5739390268
70 41 51.6422796436
70 42 51.5081081193
70 43 48.6012462248
71 44 48.5252804215
72 44 48.5259408926

70 39 51.4192636443
70 40 51.6710096159

70 39 50.5607761433
71 39 49.98344415

71 40 49.9895707417
71 39 49.8279930003
71 40 50.9905613522

69 39 49.7159064523
70 39 49.7845978071
71 39 49.6441354512

69 38 47.7607563042
69 39 48.9516670569

67 39 46.2091295111
68 38 47.1042992627
68 39 46.5517989578
69 38 47.4193014574

67 39 46.2241612375
67 40 45.9355762078

65 42 44.5576535271
66 41 44.6664826758
66 42 44.5160664531
67 40 45.0228086358
67 41 44.8538718702

64 43 44.3302568603
64 44 44.2013738341
65 42 44.5370977131
65 43 44.4104498205

63 45 43.996584787
63 46 43.7543152683
63 47 43.950420841
64 44 44.3393757583
64 45 44.3113395098

63 47 43.9535547333
63 48 43.8603244316

63 48 43.1620188675
63 49 42.6919139422

62 50 41.6728336712
62 51 41.5939328836
63 49 42.019976089
63 50 41.8959180207

62 51 41.6011931145
62 52 41.7231661958
62 53 41.5899094876

62 53 41.4498068344
62 54 41.4298079717
62 55 41.3020047952
62 56 41.4739799986

62 56 41.4091745928
62 57 41.1347709824
63 57 41.01695127
63 58 41.100869183

63 58 41.0628341237

63 58 40.0729562861
64 58 39.9434108403
64 59 39.4564319984

64 59 39.4219101336
65 59 39.3534550395
