11400 11700 68.2253077038
11400 11700 67.8225769073
11400 11700 67.5073240754
11400 11700 64.3906856897
11400 11700 66.7670439826
11400 11700 67.0858346506
11400 11700 62.7497557045
11400 11700 63.7906697356
11700 12000 64.8444303888
11700 12000 64.284566572
11700 12000 63.7252911221
11700 12000 63.2886153873
11700 12000 62.1158688718
11700 12000 62.5874294229
11700 12000 63.0493077192
11700 12000 62.3586442895
12000 12300 65.675379748
12000 12300 65.3704556773
12000 12300 65.3501383713
12000 12300 65.8273233171
12000 12300 65.8026110756
24000 24300 65.8950230355
24300 24600 63.7679149857
24300 24600 64.3446905219
24300 24600 64.8623418718
24300 24600 65.8305219646
24300 24600 64.9447376507
24600 24900 55.7328940707
24600 24900 60.84321308
24900 25200 50.9110805825
24900 25200 52.4357921926
24900 25200 52.9038077008
34500 34800 51.4436421485
34500 34800 49.9309497018
34800 35100 48.6767973009
34800 35100 48.6178159344
34800 35100 49.6375111745
35100 35400 51.5739390268
35100 35400 51.6422796436
35100 35400 51.5081081193
35100 35400 48.6012462248
35100 35400 48.5252804215
35100 35400 48.5259408926
35400 35700 51.4192636443
35400 35700 51.6710096159
35700 36000 50.5607761433
35700 36000 49.98344415
36300 36600 49.9895707417
36600 36900 49.8279930003
36600 36900 50.9905613522
36900 37200 49.7159064523
36900 37200 49.7845978071
36900 37200 49.6441354512
37200 37500 47.7607563042
37200 37500 48.9516670569
37500 37800 46.2091295111
37500 37800 47.1042992627
37500 37800 46.5517989578
37500 37800 47.4193014574
37800 38100 46.2241612375
37800 38100 45.9355762078
38100 38400 44.5576535271
38100 38400 44.6664826758
38100 38400 44.5160664531
38100 38400 45.0228086358
38100 38400 44.8538718702
38400 38700 44.3302568603
38400 38700 44.2013738341
38400 38700 44.5370977131
38400 38700 44.4104498205
38700 39000 43.996584787
38700 39000 43.7543152683
38700 39000 43.950420841
38700 39000 44.3393757583
38700 39000 44.3113395098
39000 39300 43.9535547333
39000 39300 43.8603244316
39300 39600 43.1620188675
39300 39600 42.6919139422
39600 39900 41.6728336712
39600 39900 41.5939328836
39600 39900 42.019976089
39600 39900 41.8959180207
39900 40200 41.6011931145
39900 40200 41.7231661958
39900 40200 41.5899094876
40200 40500 41.4498068344
40200 40500 41.4298079717
40200 40500 41.3020047952
40200 40500 41.4739799986
40500 40800 41.4091745928
40500 40800 41.1347709824
40500 40800 41.01695127
40500 40800 41.100869183
40800 41100 41.0628341237
41100 41400 40.0729562861
41100 41400 39.9434108403
41100 41400 39.4564319984
41400 41700 39.4219101336
41400 41700 39.3534550395
